"Stasiun","Tahun","Bulan","Jumlah Ch","Keterangan Ch","Tanggal"
"KEC. KAWUNGANTEN_x000D_
","1993","7","","3","1993/7"
"KEC. KAWUNGANTEN_x000D_
","1993","8","127","1","1993/8"
"KEC. KAWUNGANTEN_x000D_
","1993","9","21","0","1993/9"
"KEC. KAWUNGANTEN_x000D_
","1993","10","7","0","1993/10"
"KEC. KAWUNGANTEN_x000D_
","1993","11","574","3","1993/11"
"KEC. KAWUNGANTEN_x000D_
","1993","12","269","1","1993/12"
"KEC. KAWUNGANTEN_x000D_
","1994","1","388","2","1994/1"
"KEC. KAWUNGANTEN_x000D_
","1994","2","303","2","1994/2"
"KEC. KAWUNGANTEN_x000D_
","1994","3","296","1","1994/3"
"KEC. KAWUNGANTEN_x000D_
","1994","4","","3","1994/4"
"KEC. KAWUNGANTEN_x000D_
","1994","5","","3","1994/5"
"KEC. KAWUNGANTEN_x000D_
","1994","6","","3","1994/6"
"KEC. KAWUNGANTEN_x000D_
","1994","7","","3","1994/7"
"KEC. KAWUNGANTEN_x000D_
","1994","8","","3","1994/8"
"KEC. KAWUNGANTEN_x000D_
","1994","9","","3","1994/9"
"KEC. KAWUNGANTEN_x000D_
","1994","10","","3","1994/10"
"KEC. KAWUNGANTEN_x000D_
","1994","11","195","1","1994/11"
"KEC. KAWUNGANTEN_x000D_
","1994","12","","3","1994/12"
"KEC. KAWUNGANTEN_x000D_
","1995","1","","3","1995/1"
"KEC. KAWUNGANTEN_x000D_
","1995","2","","3","1995/2"
"KEC. KAWUNGANTEN_x000D_
","1995","3","","3","1995/3"
"KEC. KAWUNGANTEN_x000D_
","1995","4","","3","1995/4"
"KEC. KAWUNGANTEN_x000D_
","1995","5","","3","1995/5"
"KEC. KAWUNGANTEN_x000D_
","1995","6","","3","1995/6"
"KEC. KAWUNGANTEN_x000D_
","1995","7","","3","1995/7"
"KEC. KAWUNGANTEN_x000D_
","1995","8","","3","1995/8"
"KEC. KAWUNGANTEN_x000D_
","1995","9","","3","1995/9"
"KEC. KAWUNGANTEN_x000D_
","1995","10","","3","1995/10"
"KEC. KAWUNGANTEN_x000D_
","1995","11","","3","1995/11"
"KEC. KAWUNGANTEN_x000D_
","1995","12","","3","1995/12"
"KEC. KAWUNGANTEN_x000D_
","1996","1","","3","1996/1"
"KEC. KAWUNGANTEN_x000D_
","1996","2","","3","1996/2"
"KEC. KAWUNGANTEN_x000D_
","1996","3","","3","1996/3"
"KEC. KAWUNGANTEN_x000D_
","1996","4","","3","1996/4"
"KEC. KAWUNGANTEN_x000D_
","1996","5","","3","1996/5"
"KEC. KAWUNGANTEN_x000D_
","1996","6","","3","1996/6"
"KEC. KAWUNGANTEN_x000D_
","1996","7","","3","1996/7"
"KEC. KAWUNGANTEN_x000D_
","1996","8","","3","1996/8"
"KEC. KAWUNGANTEN_x000D_
","1996","9","","3","1996/9"
"KEC. KAWUNGANTEN_x000D_
","1996","10","","3","1996/10"
"KEC. KAWUNGANTEN_x000D_
","1996","11","","3","1996/11"
"KEC. KAWUNGANTEN_x000D_
","1996","12","","3","1996/12"
"KEC. KAWUNGANTEN_x000D_
","1997","1","","3","1997/1"
"KEC. KAWUNGANTEN_x000D_
","1997","2","","3","1997/2"
"KEC. KAWUNGANTEN_x000D_
","1997","3","","3","1997/3"
"KEC. KAWUNGANTEN_x000D_
","1997","4","","3","1997/4"
"KEC. KAWUNGANTEN_x000D_
","1997","5","","3","1997/5"
"KEC. KAWUNGANTEN_x000D_
","1997","6","","3","1997/6"
"KEC. KAWUNGANTEN_x000D_
","1997","7","","3","1997/7"
"KEC. KAWUNGANTEN_x000D_
","1997","8","","3","1997/8"
"KEC. KAWUNGANTEN_x000D_
","1997","9","","3","1997/9"
"KEC. KAWUNGANTEN_x000D_
","1997","10","","3","1997/10"
"KEC. KAWUNGANTEN_x000D_
","1997","11","","3","1997/11"
"KEC. KAWUNGANTEN_x000D_
","1997","12","","3","1997/12"
"KEC. KAWUNGANTEN_x000D_
","1998","1","","3","1998/1"
"KEC. KAWUNGANTEN_x000D_
","1998","2","","3","1998/2"
"KEC. KAWUNGANTEN_x000D_
","1998","3","365","2","1998/3"
"KEC. KAWUNGANTEN_x000D_
","1998","4","478","2","1998/4"
"KEC. KAWUNGANTEN_x000D_
","1998","5","79","0","1998/5"
"KEC. KAWUNGANTEN_x000D_
","1998","6","","3","1998/6"
"KEC. KAWUNGANTEN_x000D_
","1998","7","412","2","1998/7"
"KEC. KAWUNGANTEN_x000D_
","1998","8","","3","1998/8"
"KEC. KAWUNGANTEN_x000D_
","1998","9","297","1","1998/9"
"KEC. KAWUNGANTEN_x000D_
","1998","10","421","2","1998/10"
"KEC. KAWUNGANTEN_x000D_
","1998","11","436","2","1998/11"
"KEC. KAWUNGANTEN_x000D_
","1998","12","443","2","1998/12"
"KEC. KAWUNGANTEN_x000D_
","1999","1","","3","1999/1"
"KEC. KAWUNGANTEN_x000D_
","1999","2","","3","1999/2"
"KEC. KAWUNGANTEN_x000D_
","1999","3","","3","1999/3"
"KEC. KAWUNGANTEN_x000D_
","1999","4","","3","1999/4"
"KEC. KAWUNGANTEN_x000D_
","1999","5","","3","1999/5"
"KEC. KAWUNGANTEN_x000D_
","1999","6","","3","1999/6"
"KEC. KAWUNGANTEN_x000D_
","1999","7","","3","1999/7"
"KEC. KAWUNGANTEN_x000D_
","1999","8","","3","1999/8"
"KEC. KAWUNGANTEN_x000D_
","1999","9","","3","1999/9"
"KEC. KAWUNGANTEN_x000D_
","1999","10","","3","1999/10"
"KEC. KAWUNGANTEN_x000D_
","1999","11","","3","1999/11"
"KEC. KAWUNGANTEN_x000D_
","1999","12","","3","1999/12"
"KEC. KAWUNGANTEN_x000D_
","2000","1","309","2","2000/1"
"KEC. KAWUNGANTEN_x000D_
","2000","2","357","2","2000/2"
"KEC. KAWUNGANTEN_x000D_
","2000","3","410","2","2000/3"
"KEC. KAWUNGANTEN_x000D_
","2000","4","412","2","2000/4"
"KEC. KAWUNGANTEN_x000D_
","2000","5","304","2","2000/5"
"KEC. KAWUNGANTEN_x000D_
","2000","6","21","0","2000/6"
"KEC. KAWUNGANTEN_x000D_
","2000","7","53","0","2000/7"
"KEC. KAWUNGANTEN_x000D_
","2000","8","115","1","2000/8"
"KEC. KAWUNGANTEN_x000D_
","2000","9","118","1","2000/9"
"KEC. KAWUNGANTEN_x000D_
","2000","10","639","3","2000/10"
"KEC. KAWUNGANTEN_x000D_
","2000","11","507","3","2000/11"
"KEC. KAWUNGANTEN_x000D_
","2000","12","257","1","2000/12"
"KEC. KAWUNGANTEN_x000D_
","2001","1","","3","2001/1"
"KEC. KAWUNGANTEN_x000D_
","2001","2","","3","2001/2"
"KEC. KAWUNGANTEN_x000D_
","2001","3","","3","2001/3"
"KEC. KAWUNGANTEN_x000D_
","2001","4","","3","2001/4"
"KEC. KAWUNGANTEN_x000D_
","2001","5","","3","2001/5"
"KEC. KAWUNGANTEN_x000D_
","2001","6","","3","2001/6"
"KEC. KAWUNGANTEN_x000D_
","2001","7","","3","2001/7"
"KEC. KAWUNGANTEN_x000D_
","2001","8","","3","2001/8"
"KEC. KAWUNGANTEN_x000D_
","2001","9","","3","2001/9"
"KEC. KAWUNGANTEN_x000D_
","2001","10","","3","2001/10"
"KEC. KAWUNGANTEN_x000D_
","2001","11","","3","2001/11"
"KEC. KAWUNGANTEN_x000D_
","2001","12","","3","2001/12"
"KEC. KAWUNGANTEN_x000D_
","2002","1","","3","2002/1"
"KEC. KAWUNGANTEN_x000D_
","2002","2","","3","2002/2"
"KEC. KAWUNGANTEN_x000D_
","2002","3","","3","2002/3"
"KEC. KAWUNGANTEN_x000D_
","2002","4","","3","2002/4"
"KEC. KAWUNGANTEN_x000D_
","2002","5","","3","2002/5"
"KEC. KAWUNGANTEN_x000D_
","2002","6","","3","2002/6"
"KEC. KAWUNGANTEN_x000D_
","2002","7","","3","2002/7"
"KEC. KAWUNGANTEN_x000D_
","2002","8","","3","2002/8"
"KEC. KAWUNGANTEN_x000D_
","2002","9","","3","2002/9"
"KEC. KAWUNGANTEN_x000D_
","2002","10","","3","2002/10"
"KEC. KAWUNGANTEN_x000D_
","2002","11","","3","2002/11"
"KEC. KAWUNGANTEN_x000D_
","2002","12","","3","2002/12"
"KEC. KAWUNGANTEN_x000D_
","2003","1","","3","2003/1"
"KEC. KAWUNGANTEN_x000D_
","2003","2","","3","2003/2"
"KEC. KAWUNGANTEN_x000D_
","2003","3","","3","2003/3"
"KEC. KAWUNGANTEN_x000D_
","2003","4","","3","2003/4"
"KEC. KAWUNGANTEN_x000D_
","2003","5","","3","2003/5"
"KEC. KAWUNGANTEN_x000D_
","2003","6","","3","2003/6"
"KEC. KAWUNGANTEN_x000D_
","2003","7","","3","2003/7"
"KEC. KAWUNGANTEN_x000D_
","2003","8","","3","2003/8"
"KEC. KAWUNGANTEN_x000D_
","2003","9","","3","2003/9"
"KEC. KAWUNGANTEN_x000D_
","2003","10","","3","2003/10"
"KEC. KAWUNGANTEN_x000D_
","2003","11","","3","2003/11"
"KEC. KAWUNGANTEN_x000D_
","2003","12","","3","2003/12"
"KEC. KAWUNGANTEN_x000D_
","2004","1","","3","2004/1"
"KEC. KAWUNGANTEN_x000D_
","2004","2","","3","2004/2"
"KEC. KAWUNGANTEN_x000D_
","2004","3","","3","2004/3"
"KEC. KAWUNGANTEN_x000D_
","2004","4","","3","2004/4"
"KEC. KAWUNGANTEN_x000D_
","2004","5","","3","2004/5"
"KEC. KAWUNGANTEN_x000D_
","2004","6","","3","2004/6"
"KEC. KAWUNGANTEN_x000D_
","2004","7","","3","2004/7"
"KEC. KAWUNGANTEN_x000D_
","2004","8","","3","2004/8"
"KEC. KAWUNGANTEN_x000D_
","2004","9","","3","2004/9"
"KEC. KAWUNGANTEN_x000D_
","2004","10","","3","2004/10"
"KEC. KAWUNGANTEN_x000D_
","2004","11","","3","2004/11"
"KEC. KAWUNGANTEN_x000D_
","2004","12","","3","2004/12"
"KEC. KAWUNGANTEN_x000D_
","2005","1","","3","2005/1"
"KEC. KAWUNGANTEN_x000D_
","2005","2","","3","2005/2"
"KEC. KAWUNGANTEN_x000D_
","2005","3","","3","2005/3"
"KEC. KAWUNGANTEN_x000D_
","2005","4","","3","2005/4"
"KEC. KAWUNGANTEN_x000D_
","2005","5","","3","2005/5"
"KEC. KAWUNGANTEN_x000D_
","2005","6","","3","2005/6"
"KEC. KAWUNGANTEN_x000D_
","2005","7","","3","2005/7"
"KEC. KAWUNGANTEN_x000D_
","2005","8","","3","2005/8"
"KEC. KAWUNGANTEN_x000D_
","2005","9","","3","2005/9"
"KEC. KAWUNGANTEN_x000D_
","2005","10","","3","2005/10"
"KEC. KAWUNGANTEN_x000D_
","2005","11","","3","2005/11"
"KEC. KAWUNGANTEN_x000D_
","2005","12","","3","2005/12"
"KEC. KAWUNGANTEN_x000D_
","2006","1","","3","2006/1"
"KEC. KAWUNGANTEN_x000D_
","2006","2","","3","2006/2"
"KEC. KAWUNGANTEN_x000D_
","2006","3","","3","2006/3"
"KEC. KAWUNGANTEN_x000D_
","2006","4","","3","2006/4"
"KEC. KAWUNGANTEN_x000D_
","2006","5","","3","2006/5"
"KEC. KAWUNGANTEN_x000D_
","2006","6","","3","2006/6"
"KEC. KAWUNGANTEN_x000D_
","2006","7","","3","2006/7"
"KEC. KAWUNGANTEN_x000D_
","2006","8","","3","2006/8"
"KEC. KAWUNGANTEN_x000D_
","2006","9","","3","2006/9"
"KEC. KAWUNGANTEN_x000D_
","2006","10","","3","2006/10"
"KEC. KAWUNGANTEN_x000D_
","2006","11","","3","2006/11"
"KEC. KAWUNGANTEN_x000D_
","2006","12","","3","2006/12"
"KEC. KAWUNGANTEN_x000D_
","2007","1","","3","2007/1"
"KEC. KAWUNGANTEN_x000D_
","2007","2","","3","2007/2"
"KEC. KAWUNGANTEN_x000D_
","2007","3","","3","2007/3"
"KEC. KAWUNGANTEN_x000D_
","2007","4","","3","2007/4"
"KEC. KAWUNGANTEN_x000D_
","2007","5","","3","2007/5"
"KEC. KAWUNGANTEN_x000D_
","2007","6","","3","2007/6"
"KEC. KAWUNGANTEN_x000D_
","2007","7","","3","2007/7"
"KEC. KAWUNGANTEN_x000D_
","2007","8","","3","2007/8"
"KEC. KAWUNGANTEN_x000D_
","2007","9","","3","2007/9"
"KEC. KAWUNGANTEN_x000D_
","2007","10","","3","2007/10"
"KEC. KAWUNGANTEN_x000D_
","2007","11","","3","2007/11"
"KEC. KAWUNGANTEN_x000D_
","2007","12","","3","2007/12"
"KEC. KAWUNGANTEN_x000D_
","2008","1","","3","2008/1"
"KEC. KAWUNGANTEN_x000D_
","2008","2","","3","2008/2"
"KEC. KAWUNGANTEN_x000D_
","2008","3","","3","2008/3"
"KEC. KAWUNGANTEN_x000D_
","2008","4","","3","2008/4"
"KEC. KAWUNGANTEN_x000D_
","2008","5","","3","2008/5"
"KEC. KAWUNGANTEN_x000D_
","2008","6","","3","2008/6"
"KEC. KAWUNGANTEN_x000D_
","2008","7","","3","2008/7"
"KEC. KAWUNGANTEN_x000D_
","2008","8","","3","2008/8"
"KEC. KAWUNGANTEN_x000D_
","2008","9","","3","2008/9"
"KEC. KAWUNGANTEN_x000D_
","2008","10","","3","2008/10"
"KEC. KAWUNGANTEN_x000D_
","2008","11","","3","2008/11"
"KEC. KAWUNGANTEN_x000D_
","2008","12","","3","2008/12"
"KEC. KAWUNGANTEN_x000D_
","2009","1","","3","2009/1"
"KEC. KAWUNGANTEN_x000D_
","2009","2","","3","2009/2"
"KEC. KAWUNGANTEN_x000D_
","2009","3","","3","2009/3"
"KEC. KAWUNGANTEN_x000D_
","2009","4","","3","2009/4"
"KEC. KAWUNGANTEN_x000D_
","2009","5","","3","2009/5"
"KEC. KAWUNGANTEN_x000D_
","2009","6","","3","2009/6"
"KEC. KAWUNGANTEN_x000D_
","2009","7","","3","2009/7"
"KEC. KAWUNGANTEN_x000D_
","2009","8","","3","2009/8"
"KEC. KAWUNGANTEN_x000D_
","2009","9","","3","2009/9"
"KEC. KAWUNGANTEN_x000D_
","2009","10","","3","2009/10"
"KEC. KAWUNGANTEN_x000D_
","2009","11","","3","2009/11"
"KEC. KAWUNGANTEN_x000D_
","2009","12","","3","2009/12"
"KEC. KAWUNGANTEN_x000D_
","2010","1","","3","2010/1"
"KEC. KAWUNGANTEN_x000D_
","2010","2","","3","2010/2"
"KEC. KAWUNGANTEN_x000D_
","2010","3","","3","2010/3"
"KEC. KAWUNGANTEN_x000D_
","2010","4","","3","2010/4"
"KEC. KAWUNGANTEN_x000D_
","2010","5","","3","2010/5"
"KEC. KAWUNGANTEN_x000D_
","2010","6","","3","2010/6"
"KEC. KAWUNGANTEN_x000D_
","2010","7","","3","2010/7"
"KEC. KAWUNGANTEN_x000D_
","2010","8","","3","2010/8"
"KEC. KAWUNGANTEN_x000D_
","2010","9","","3","2010/9"
"KEC. KAWUNGANTEN_x000D_
","2010","10","","3","2010/10"
"KEC. KAWUNGANTEN_x000D_
","2010","11","","3","2010/11"
"KEC. KAWUNGANTEN_x000D_
","2010","12","","3","2010/12"
"KEC. KAWUNGANTEN_x000D_
","2011","1","","3","2011/1"
"KEC. KAWUNGANTEN_x000D_
","2011","2","","3","2011/2"
"KEC. KAWUNGANTEN_x000D_
","2011","3","","3","2011/3"
"KEC. KAWUNGANTEN_x000D_
","2011","4","","3","2011/4"
"KEC. KAWUNGANTEN_x000D_
","2011","5","","3","2011/5"
"KEC. KAWUNGANTEN_x000D_
","2011","6","","3","2011/6"
"KEC. KAWUNGANTEN_x000D_
","2011","7","","3","2011/7"
"KEC. KAWUNGANTEN_x000D_
","2011","8","","3","2011/8"
"KEC. KAWUNGANTEN_x000D_
","2011","9","","3","2011/9"
"KEC. KAWUNGANTEN_x000D_
","2011","10","","3","2011/10"
"KEC. KAWUNGANTEN_x000D_
","2011","11","","3","2011/11"
"KEC. KAWUNGANTEN_x000D_
","2011","12","","3","2011/12"
"KEC. KAWUNGANTEN_x000D_
","2012","1","","3","2012/1"
"KEC. KAWUNGANTEN_x000D_
","2012","2","","3","2012/2"
"KEC. KAWUNGANTEN_x000D_
","2012","3","","3","2012/3"
"KEC. KAWUNGANTEN_x000D_
","2012","4","","3","2012/4"
"KEC. KAWUNGANTEN_x000D_
","2012","5","","3","2012/5"
"KEC. KAWUNGANTEN_x000D_
","2012","6","","3","2012/6"
"KEC. KAWUNGANTEN_x000D_
","2012","7","","3","2012/7"
"KEC. KAWUNGANTEN_x000D_
","2012","8","","3","2012/8"
"KEC. KAWUNGANTEN_x000D_
","2012","9","","3","2012/9"
"KEC. KAWUNGANTEN_x000D_
","2012","10","","3","2012/10"
"KEC. KAWUNGANTEN_x000D_
","2012","11","","3","2012/11"
"KEC. KAWUNGANTEN_x000D_
","2012","12","","3","2012/12"
"KEC. KAWUNGANTEN_x000D_
","2013","1","","3","2013/1"
"KEC. KAWUNGANTEN_x000D_
","2013","2","","3","2013/2"
"KEC. KAWUNGANTEN_x000D_
","2013","3","","3","2013/3"
"KEC. KAWUNGANTEN_x000D_
","2013","4","","3","2013/4"
"KEC. KAWUNGANTEN_x000D_
","2013","5","","3","2013/5"
"KEC. KAWUNGANTEN_x000D_
","2013","6","","3","2013/6"
"KEC. KAWUNGANTEN_x000D_
","2013","7","","3","2013/7"
"KEC. KAWUNGANTEN_x000D_
","2013","8","","3","2013/8"
"KEC. KAWUNGANTEN_x000D_
","2013","9","","3","2013/9"
"KEC. KAWUNGANTEN_x000D_
","2013","10","","3","2013/10"
"KEC. KAWUNGANTEN_x000D_
","2013","11","","3","2013/11"
"KEC. KAWUNGANTEN_x000D_
","2013","12","","3","2013/12"
"KEC. KAWUNGANTEN_x000D_
","2014","1","","3","2014/1"
"KEC. KAWUNGANTEN_x000D_
","2014","2","","3","2014/2"
"KEC. KAWUNGANTEN_x000D_
","2014","3","","3","2014/3"
"KEC. KAWUNGANTEN_x000D_
","2014","4","","3","2014/4"
"KEC. KAWUNGANTEN_x000D_
","2014","5","","3","2014/5"
"KEC. KAWUNGANTEN_x000D_
","2014","6","","3","2014/6"
"KEC. KAWUNGANTEN_x000D_
","2014","7","","3","2014/7"
"KEC. KAWUNGANTEN_x000D_
","2014","8","","3","2014/8"
"KEC. KAWUNGANTEN_x000D_
","2014","9","","3","2014/9"
"KEC. KAWUNGANTEN_x000D_
","2014","10","","3","2014/10"
"KEC. KAWUNGANTEN_x000D_
","2014","11","","3","2014/11"
"KEC. KAWUNGANTEN_x000D_
","2014","12","","3","2014/12"
"KEC. KAWUNGANTEN_x000D_
","2015","1","","3","2015/1"
"KEC. KAWUNGANTEN_x000D_
","2015","2","","3","2015/2"
"KEC. KAWUNGANTEN_x000D_
","2015","3","","3","2015/3"
"KEC. KAWUNGANTEN_x000D_
","2015","4","","3","2015/4"
"KEC. KAWUNGANTEN_x000D_
","2015","5","","3","2015/5"
"KEC. KAWUNGANTEN_x000D_
","2015","6","","3","2015/6"
"KEC. KAWUNGANTEN_x000D_
","2015","7","","3","2015/7"
"KEC. KAWUNGANTEN_x000D_
","2015","8","","3","2015/8"
"KEC. KAWUNGANTEN_x000D_
","2015","9","","3","2015/9"
"KEC. KAWUNGANTEN_x000D_
","2015","10","","3","2015/10"
"KEC. KAWUNGANTEN_x000D_
","2015","11","","3","2015/11"
"KEC. KAWUNGANTEN_x000D_
","2015","12","","3","2015/12"
"KEC. KAWUNGANTEN_x000D_
","2016","1","","3","2016/1"
"KEC. KAWUNGANTEN_x000D_
","2016","2","","3","2016/2"
"KEC. KAWUNGANTEN_x000D_
","2016","3","","3","2016/3"
"KEC. KAWUNGANTEN_x000D_
","2016","4","","3","2016/4"
"KEC. KAWUNGANTEN_x000D_
","2016","5","","3","2016/5"
"KEC. KAWUNGANTEN_x000D_
","2016","6","","3","2016/6"
"KEC. KAWUNGANTEN_x000D_
","2016","7","","3","2016/7"
"KEC. KAWUNGANTEN_x000D_
","2016","8","","3","2016/8"
"KEC. KAWUNGANTEN_x000D_
","2016","9","","3","2016/9"
"KEC. KAWUNGANTEN_x000D_
","2016","10","","3","2016/10"
"KEC. KAWUNGANTEN_x000D_
","2016","11","","3","2016/11"
"KEC. KAWUNGANTEN_x000D_
","2016","12","","3","2016/12"
"KEC. KAWUNGANTEN_x000D_
","2017","1","","3","2017/1"
"KEC. KAWUNGANTEN_x000D_
","2017","2","","3","2017/2"
"KEC. KAWUNGANTEN_x000D_
","2017","3","","3","2017/3"
"KEC. KAWUNGANTEN_x000D_
","2017","4","","3","2017/4"
"KEC. KAWUNGANTEN_x000D_
","2017","5","","3","2017/5"
"KEC. KAWUNGANTEN_x000D_
","2017","6","","3","2017/6"
"KEC. KAWUNGANTEN_x000D_
","2017","7","","3","2017/7"
"KEC. KAWUNGANTEN_x000D_
","2017","8","","3","2017/8"
"KEC. KAWUNGANTEN_x000D_
","2017","9","","3","2017/9"
"KEC. KAWUNGANTEN_x000D_
","2017","10","314","2","2017/10"
"KEC. KAWUNGANTEN_x000D_
","2017","11","110","1","2017/11"
"KEC. KAWUNGANTEN_x000D_
","2017","12","133","1","2017/12"
"KEC. KAWUNGANTEN_x000D_
","2018","1","99","0","2018/1"
"KEC. KAWUNGANTEN_x000D_
","2018","2","151","1","2018/2"
"KEC. KAWUNGANTEN_x000D_
","2018","3","148","1","2018/3"
"KEC. KAWUNGANTEN_x000D_
","2018","4","138","1","2018/4"
"KEC. KAWUNGANTEN_x000D_
","2018","5","3","0","2018/5"
"KEC. KAWUNGANTEN_x000D_
","2018","6","29","0","2018/6"
"KEC. KAWUNGANTEN_x000D_
","2018","7","","3","2018/7"
"KEC. KAWUNGANTEN_x000D_
","2018","8","4","0","2018/8"
"KEC. KAWUNGANTEN_x000D_
","2018","9","17","0","2018/9"
"KEC. KAWUNGANTEN_x000D_
","2018","10","","3","2018/10"
"KEC. KAWUNGANTEN_x000D_
","2018","11","","3","2018/11"
"KEC. KAWUNGANTEN_x000D_
","2018","12","","3","2018/12"
"KEC. KAWUNGANTEN_x000D_
","2019","1","313","2","2019/1"
"KEC. KAWUNGANTEN_x000D_
","2019","2","163","1","2019/2"
"KEC. KAWUNGANTEN_x000D_
","2019","3","218","1","2019/3"
"KEC. KAWUNGANTEN_x000D_
","2019","4","158","1","2019/4"
"KEC. KAWUNGANTEN_x000D_
","2019","5","5","0","2019/5"
"KEC. KAWUNGANTEN_x000D_
","2019","6","0","0","2019/6"
"KEC. KAWUNGANTEN_x000D_
","2019","7","","3","2019/7"
"KEC. KAWUNGANTEN_x000D_
","2019","8","","3","2019/8"
"KEC. KAWUNGANTEN_x000D_
","2019","9","","3","2019/9"
"KEC. KAWUNGANTEN_x000D_
","2019","10","","3","2019/10"
"KEC. KAWUNGANTEN_x000D_
","2019","11","","3","2019/11"
"KEC. KAWUNGANTEN_x000D_
","2019","12","","3","2019/12"
"KEC. KROYA","2019","1","199","1","2019/1"
"KEC. KROYA","2019","2","198","1","2019/2"
"KEC. KROYA","2019","3","179","1","2019/3"
"KEC. KROYA","2019","4","196","1","2019/4"
"KEC. KROYA","2019","5","22","0","2019/5"
"KEC. KROYA","2019","6","0","0","2019/6"
"KEC. KROYA","2019","7","","3","2019/7"
"KEC. KROYA","2019","8","","3","2019/8"
"KEC. KROYA","2019","9","","3","2019/9"
"KEC. KROYA","2019","10","","3","2019/10"
"KEC. KROYA","2019","11","","3","2019/11"
"KEC. KROYA","2019","12","","3","2019/12"
"KEC. SIDAREJA","1980","1","307","2","1980/1"
"KEC. SIDAREJA","1980","2","518","3","1980/2"
"KEC. SIDAREJA","1980","3","122","1","1980/3"
"KEC. SIDAREJA","1980","4","352","2","1980/4"
"KEC. SIDAREJA","1980","5","85","0","1980/5"
"KEC. SIDAREJA","1980","6","87","0","1980/6"
"KEC. SIDAREJA","1980","7","24","0","1980/7"
"KEC. SIDAREJA","1980","8","133","1","1980/8"
"KEC. SIDAREJA","1980","9","16","0","1980/9"
"KEC. SIDAREJA","1980","10","121","1","1980/10"
"KEC. SIDAREJA","1980","11","246","1","1980/11"
"KEC. SIDAREJA","1980","12","185","1","1980/12"
"KEC. SIDAREJA","1981","1","305","2","1981/1"
"KEC. SIDAREJA","1981","2","232","1","1981/2"
"KEC. SIDAREJA","1981","3","212","1","1981/3"
"KEC. SIDAREJA","1981","4","232","1","1981/4"
"KEC. SIDAREJA","1981","5","207","1","1981/5"
"KEC. SIDAREJA","1981","6","221","1","1981/6"
"KEC. SIDAREJA","1981","7","198","1","1981/7"
"KEC. SIDAREJA","1981","8","91","0","1981/8"
"KEC. SIDAREJA","1981","9","117","1","1981/9"
"KEC. SIDAREJA","1981","10","141","1","1981/10"
"KEC. SIDAREJA","1981","11","453","2","1981/11"
"KEC. SIDAREJA","1981","12","250","1","1981/12"
"KEC. SIDAREJA","1982","1","564","3","1982/1"
"KEC. SIDAREJA","1982","2","239","1","1982/2"
"KEC. SIDAREJA","1982","3","161","1","1982/3"
"KEC. SIDAREJA","1982","4","163","1","1982/4"
"KEC. SIDAREJA","1982","5","","3","1982/5"
"KEC. SIDAREJA","1982","6","19","0","1982/6"
"KEC. SIDAREJA","1982","7","7","0","1982/7"
"KEC. SIDAREJA","1982","8","","3","1982/8"
"KEC. SIDAREJA","1982","9","","3","1982/9"
"KEC. SIDAREJA","1982","10","6","0","1982/10"
"KEC. SIDAREJA","1982","11","133","1","1982/11"
"KEC. SIDAREJA","1982","12","454","2","1982/12"
"KEC. SIDAREJA","1983","1","324","2","1983/1"
"KEC. SIDAREJA","1983","2","211","1","1983/2"
"KEC. SIDAREJA","1983","3","353","2","1983/3"
"KEC. SIDAREJA","1983","4","187","1","1983/4"
"KEC. SIDAREJA","1983","5","","3","1983/5"
"KEC. SIDAREJA","1983","6","","3","1983/6"
"KEC. SIDAREJA","1983","7","39","0","1983/7"
"KEC. SIDAREJA","1983","8","","3","1983/8"
"KEC. SIDAREJA","1983","9","","3","1983/9"
"KEC. SIDAREJA","1983","10","355","2","1983/10"
"KEC. SIDAREJA","1983","11","203","1","1983/11"
"KEC. SIDAREJA","1983","12","298","1","1983/12"
"KEC. SIDAREJA","1984","1","220","1","1984/1"
"KEC. SIDAREJA","1984","2","371","2","1984/2"
"KEC. SIDAREJA","1984","3","262","1","1984/3"
"KEC. SIDAREJA","1984","4","160","1","1984/4"
"KEC. SIDAREJA","1984","5","220","1","1984/5"
"KEC. SIDAREJA","1984","6","69","0","1984/6"
"KEC. SIDAREJA","1984","7","37","0","1984/7"
"KEC. SIDAREJA","1984","8","7","0","1984/8"
"KEC. SIDAREJA","1984","9","","3","1984/9"
"KEC. SIDAREJA","1984","10","300","1","1984/10"
"KEC. SIDAREJA","1984","11","268","1","1984/11"
"KEC. SIDAREJA","1984","12","313","2","1984/12"
"KEC. SIDAREJA","1985","1","","3","1985/1"
"KEC. SIDAREJA","1985","2","529","3","1985/2"
"KEC. SIDAREJA","1985","3","","3","1985/3"
"KEC. SIDAREJA","1985","4","195","1","1985/4"
"KEC. SIDAREJA","1985","5","98","0","1985/5"
"KEC. SIDAREJA","1985","6","","3","1985/6"
"KEC. SIDAREJA","1985","7","137","1","1985/7"
"KEC. SIDAREJA","1985","8","30","0","1985/8"
"KEC. SIDAREJA","1985","9","","3","1985/9"
"KEC. SIDAREJA","1985","10","","3","1985/10"
"KEC. SIDAREJA","1985","11","246","1","1985/11"
"KEC. SIDAREJA","1985","12","82","0","1985/12"
"KEC. SIDAREJA","1986","1","311","2","1986/1"
"KEC. SIDAREJA","1986","2","195","1","1986/2"
"KEC. SIDAREJA","1986","3","590","3","1986/3"
"KEC. SIDAREJA","1986","4","342","2","1986/4"
"KEC. SIDAREJA","1986","5","33","0","1986/5"
